id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,team_id,country,team,assists,corners_taken,offsides,dribbles,total_attempts,attempts_on_target,attempts_off_target,blocked,balls_recovered,tackles,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,yellow_cards,red_cards,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance,saves,goals_conceded,saves_on_penalty,clean_sheets,punches_made,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored,distance_covered(km/h),top_speed,minutes_played,avg_goals_per_game,team_index,passes_per_90,assists_per_90,showman_index,appearance,aggression_index,runner_index,saves_per_90,goals_conceded_per_90,punches_made_per_90,clean_sheets_per_90
250101472,Timothy Weah,USA,Forward,STRIKER,73.84344471812366,183.32065189276466,24,50139,Italy,Juventus,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0,0,81.0,41.0,34.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,33.92,78.0,0.0,48.26923076923077,39.230769230769226,0.0,3.4615384615384612,40.5,4.038461538461538,44.77,0.0,0.0,0.0,1.1538461538461537
250178782,Leandro Morgalla,Germany,Defender,UNKNOWN,76.00503468729922,181.48235852430548,20,50030,Austria,FC Salzburg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,0,0,40.5,32.0,26.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,30.32,78.0,0.0,28.4,30.0,0.0,0.0,40.0,5.1923076923076925,40.21,0.0,0.0,0.0,1.1538461538461537
250144288,Jakub Pešek,Czechia,Midfielder,WINGER,76.27726814229908,182.97422465747832,31,50033,Czechia,AC Sparta Praha,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,50.0,12.0,6.0,16.67,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,32.22,78.0,0.0,23.276923076923076,6.9230769230769225,0.0,1.1538461538461537,39.5,1.7307692307692306,42.06,0.0,0.0,0.0,0.0
250091175,Fran García,Spain,Defender,FULL_BACK,77.13425296058901,181.21165108894814,25,50051,Spain,Real Madrid C.F.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0,0,81.67,54.0,48.0,25.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,33.27,77.0,0.0,54.89916883116883,56.103896103896105,0.0,0.0,40.0,1.168831168831169,44.07000000000001,0.0,0.0,0.0,3.5064935064935066
1902685,Taras Stepanenko,Ukraine,Midfielder,DEFENSIVE_MIDFIELDER,74.70922642897735,181.0,35,52707,Ukraine,FC Shakhtar Donetsk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1,0,57.34,25.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,28.97,76.0,0.0,33.25178947368421,26.05263157894737,0.0,1.1842105263157894,39.5,10.06578947368421,39.879999999999995,0.0,0.0,0.0,2.3684210526315788
250077453,Nathan Tella,Nigeria,Forward,UNKNOWN,77.22687084263113,181.94943389745197,25,50109,Germany,Bayer 04 Leverkusen,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,2.0,0,0,54.34,26.0,21.0,50.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,33.51,74.0,0.0,31.998162162162167,25.54054054054054,0.0,3.6486486486486487,38.5,7.297297297297297,43.839999999999996,0.0,0.0,0.0,1.2162162162162162
250174849,Ramiz Zerrouki,Algeria,Midfielder,UNKNOWN,77.27073602319227,182.65454560839825,26,52749,Netherlands,Feyenoord,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0,0,77.5,32.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,28.03,74.0,0.0,43.68648648648649,31.621621621621625,0.0,0.0,38.0,4.864864864864865,37.94,0.0,0.0,0.0,0.0
250027008,Nathan Aké,Netherlands,Defender,UNKNOWN,74.68154688629272,180.0,29,52919,England,Manchester City,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,94.0,87.0,82.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,30.81,74.0,0.0,76.21891891891893,99.72972972972974,0.0,0.0,37.5,3.040540540540541,39.12,0.0,0.0,0.0,1.2162162162162162
250121329,Nordi Mukiele,France,Defender,FULL_BACK,75.35468072105799,181.4520307819322,27,50109,Germany,Bayer 04 Leverkusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0,0,91.0,44.0,40.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,32.09,73.0,0.0,55.5945205479452,49.31506849315068,0.0,0.0,37.0,2.4657534246575343,41.010000000000005,0.0,0.0,0.0,0.0
250142158,Ermal Krasniqi,Kosovo,Midfielder,UNKNOWN,75.0375539749133,182.6632635826889,26,50033,Czechia,AC Sparta Praha,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,1.0,4.0,1.0,0,0,53.34,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,30.87,72.0,0.0,23.911,6.25,0.0,1.25,37.5,7.5,40.81,0.0,0.0,0.0,2.5
