id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,team_id,country,team,assists,corners_taken,offsides,dribbles,total_attempts,attempts_on_target,attempts_off_target,blocked,balls_recovered,tackles,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,yellow_cards,red_cards,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance,saves,goals_conceded,saves_on_penalty,clean_sheets,punches_made,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored,distance_covered(km/h),top_speed,minutes_played,avg_goals_per_game,team_index,passes_per_90,assists_per_90,showman_index,appearance,aggression_index,runner_index,saves_per_90,goals_conceded_per_90,punches_made_per_90,clean_sheets_per_90,saves_per_90_scaled,clean_sheets_per_90_scaled,goals_conceded_per_90_scaled,punches_made_per_90_scaled,height(cm)_scaled,weight(kg)_scaled,saves_on_penalty_scaled,archetype,archetype_name
97923,Manuel Neuer,Germany,Goalkeeper,GOALKEEPER,93.43833656612392,193.0,38,50037,Germany,FC Bayern München,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,90.75,156.0,139.0,0.0,0.0,0.0,6.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,24.91,315.0,0.0,63.814285714285724,39.714285714285715,0.0,0.0,159.5,0.0,46.58,0.2857142857142857,1.4285714285714286,0.0,0.5714285714285714,-0.5421848967197772,1.7655715346916687,0.6854862322851758,-0.5450748307319213,1.6917510006108976,3.624925576641925,-0.24889134708717228,2,Commanding Keeper
250051291,Janis Blaswich,Germany,Goalkeeper,UNKNOWN,76.19232051475181,193.0,33,50030,Austria,FC Salzburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0,79.0,114.0,83.0,0.0,0.0,0.0,4.0,4.0,10.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,25.51,291.0,0.0,50.70103092783505,25.670103092783506,0.0,0.30927835051546393,147.5,0.9278350515463918,44.480000000000004,3.0927835051546393,2.783505154639175,0.6185567010309279,0.0,0.8162021428643336,-0.4558552979479144,1.93876733239206,0.883400731611,1.6917510006108976,-0.3430120425462877,-0.24889134708717228,2,Commanding Keeper
250081721,Iñaki Peña,Spain,Goalkeeper,UNKNOWN,73.79653323853759,184.42161755070677,25,50080,Spain,FC Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,86.67,82.0,69.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,25.87,270.0,0.0,49.768,23.0,0.0,0.0,136.5,0.0,44.03,1.0,1.0,1.0,0.3333333333333333,-0.1965302722715643,0.8399770210918425,0.28906797127310696,1.7642939950558014,-1.252978864567015,-0.8942312013679878,-0.24889134708717228,0,Shot Stopper
250069832,Gregor Kobel,Switzerland,Goalkeeper,GOALKEEPER,75.43875494693289,189.37212945437585,26,52758,Germany,Borussia Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0,88.34,112.0,100.0,0.0,0.0,0.0,3.0,3.0,12.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,22.23,270.0,0.0,56.53600000000001,33.333333333333336,0.0,0.0,136.5,0.0,38.17,4.0,2.0,0.3333333333333333,0.3333333333333333,1.2552191504109296,0.8399770210918425,1.2140439136346008,0.22471477786398616,0.4463998163000494,-0.5163912830715649,-0.24889134708717228,2,Commanding Keeper
1907188,Lukas Hradecky,Finland,Goalkeeper,GOALKEEPER,82.04193449874487,190.0,34,50109,Germany,Bayer 04 Leverkusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,82.0,105.0,88.0,0.0,0.0,0.0,9.0,3.0,13.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87,24.57,270.0,0.0,52.1,29.333333333333332,0.0,0.3333333333333333,136.5,1.0,40.44,4.333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.4165246418200954,2.135809340131599,0.5973932853936048,0.22471477786398616,0.6619310260699415,1.0028584075144837,-0.24889134708717228,2,Commanding Keeper
250101144,Walter Benítez,Argentina,Goalkeeper,UNKNOWN,93.10234393544977,191.0,31,50062,Netherlands,PSV Eindhoven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,84.67,115.0,94.0,0.0,0.0,0.0,7.0,3.0,12.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,26.29,270.0,0.0,54.768,31.333333333333332,0.0,0.3333333333333333,136.5,1.0,41.6,4.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.2552191504109296,0.8399770210918425,-0.01925734284739105,0.9945043864598937,1.0052043509169268,3.5476208939226996,-0.24889134708717228,2,Commanding Keeper
250066131,Ivan Nevistić,Croatia,Goalkeeper,GOALKEEPER,74.78661349621134,188.16489150729288,26,50164,Croatia,GNK Dinamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,72.67,93.0,68.0,0.0,0.0,0.0,13.0,3.0,14.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,23.1,270.0,0.0,45.168000000000006,22.666666666666668,0.0,0.0,136.5,0.0,38.120000000000005,4.666666666666667,3.6666666666666665,0.6666666666666666,0.3333333333333333,1.5778301332292617,0.8399770210918425,2.7556704842370903,0.9945043864598937,0.031987232323428254,-0.6664350141942733,-0.24889134708717228,2,Commanding Keeper
250078922,Gianluigi Donnarumma,Italy,Goalkeeper,GOALKEEPER,90.72481041966573,196.0,25,52747,France,Paris Saint-Germain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,91.67,87.0,80.0,0.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27,25.15,270.0,0.0,53.368,26.666666666666668,0.0,0.0,136.5,0.0,39.42,2.0,1.6666666666666667,0.0,0.0,0.2873862019559336,-0.4558552979479144,0.9057185995141029,-0.5450748307319213,2.7215709751518538,3.0006015330419746,-0.24889134708717228,2,Commanding Keeper
250101201,Michele Di Gregorio,Italy,Goalkeeper,GOALKEEPER,75.79757952876702,187.99041863660946,27,50139,Italy,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,91.0,84.0,74.0,0.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,24.91,239.0,0.0,53.15983263598326,27.86610878661088,0.0,0.3765690376569038,121.0,2.8242677824267783,39.13,2.6359832635983267,1.1297071129707112,0.0,0.0,0.5951489805441333,-0.4558552979479144,0.40904393032417935,-0.5450748307319213,-0.027904650091666296,-0.4338334591249824,-0.24889134708717228,1,Sweeper Keeper
250052744,David von Ballmoos,Switzerland,Goalkeeper,GOALKEEPER,82.4485139838983,192.0,29,50031,Switzerland,BSC Young Boys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,76.0,63.0,47.0,0.0,0.0,0.0,4.0,2.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,21.44,180.0,0.0,43.75,23.5,0.0,0.5,91.0,0.0,34.69,4.5,2.0,0.0,0.0,1.4971773875246785,-0.4558552979479144,1.2140439136346008,-0.5450748307319213,1.3484776757639123,1.0964036083031674,4.0178174601214955,2,Commanding Keeper
